Date,Open,High,Low,Close,Adj Close,Volume
2018-07-27,132.050003,133.179993,129.509995,129.800003,129.375122,1145000
2018-07-30,129.500000,131.880005,129.410004,130.000000,129.574463,816000
2018-07-31,129.699997,132.259995,129.050003,132.259995,131.827057,732700
2018-08-01,132.050003,135.000000,131.500000,134.259995,133.820511,958800
2018-08-02,134.490005,136.850006,134.490005,136.850006,136.402039,1013800
2018-08-03,137.000000,137.979996,135.300003,136.960007,136.511688,1356500
2018-08-06,137.500000,138.449997,135.410004,138.000000,137.548279,1342100
2018-08-07,148.490005,148.490005,144.240005,145.899994,145.422409,3613400
2018-08-08,144.759995,145.600006,139.550003,140.029999,139.571625,1845700
2018-08-09,140.789993,146.990005,138.500000,146.990005,146.508850,1627400
2018-08-10,145.110001,145.889999,138.710007,139.029999,138.574905,1953600
2018-08-13,139.190002,141.440002,136.669998,141.000000,140.538452,1058900
2018-08-14,142.570007,143.000000,140.789993,141.839996,141.375702,712400
2018-08-15,140.000000,140.399994,137.539993,138.669998,138.216080,1242600
2018-08-16,141.770004,141.770004,136.300003,136.300003,135.853836,1419800
2018-08-17,136.000000,137.000000,132.000000,133.649994,133.212509,1401800
2018-08-20,133.699997,138.369995,133.300003,138.369995,137.917053,953200
2018-08-21,138.000000,140.479996,131.000000,132.440002,132.006485,2458700
2018-08-22,133.880005,135.830002,130.050003,134.240005,133.800583,1103300
2018-08-23,134.479996,137.500000,131.399994,132.770004,132.335403,1623600
2018-08-24,135.000000,135.899994,131.259995,132.000000,131.567917,1021700
2018-08-27,133.600006,134.699997,130.820007,131.419998,130.989807,1140700
2018-08-28,131.570007,133.000000,126.599998,129.339996,128.916626,2008200
2018-08-29,130.139999,133.500000,130.139999,132.110001,131.677551,1455500
2018-08-30,131.509995,133.639999,127.000000,127.599998,127.182320,1239400
2018-08-31,129.990005,130.399994,127.809998,130.250000,129.823639,1307700
2018-09-03,128.990005,129.000000,125.760002,126.459999,126.046051,841800
2018-09-04,126.570000,126.779999,117.699997,118.000000,117.613739,2108500
2018-09-05,117.730003,122.690002,117.059998,121.830002,121.431206,1678000
2018-09-06,124.010002,125.830002,122.550003,125.199997,124.790169,1150200
2018-09-10,126.150002,127.260002,118.900002,121.860001,121.461105,1944000
2018-09-11,119.099998,121.000000,118.260002,119.099998,118.710144,1002300
2018-09-12,120.949997,121.500000,118.209999,119.400002,119.009163,1167100
2018-09-13,120.059998,120.059998,114.879997,115.430000,115.052155,1592000
2018-09-14,115.239998,117.699997,114.410004,116.000000,115.620293,1285300
2018-09-17,115.970001,119.260002,115.379997,118.889999,118.500832,902600
2018-09-18,118.699997,125.000000,118.169998,124.430000,124.022697,1551800
2018-09-19,122.989998,123.480003,119.010002,119.010002,118.620438,1638300
2018-09-20,121.949997,122.199997,117.110001,118.489998,118.102135,1191200
2018-09-21,119.489998,125.379997,118.820000,124.000000,123.594101,1886300
2018-09-24,123.000000,123.000000,119.889999,121.389999,120.992645,1134800
2018-09-25,118.300003,124.930000,118.099998,123.139999,122.736916,992400
2018-09-26,123.139999,125.000000,122.000000,122.150002,121.750160,1250200
2018-09-27,123.279999,126.400002,123.050003,124.169998,123.763542,1129700
2018-09-28,123.500000,125.540001,122.250000,122.489998,122.089043,1083400
2018-10-01,123.449997,124.639999,121.000000,122.629997,122.228584,671300
2018-10-02,124.599998,131.149994,124.559998,130.399994,129.973145,1730800
2018-10-03,null,null,null,null,null,null
2018-10-04,136.500000,139.850006,133.389999,139.500000,139.043365,1932900
2018-10-05,142.600006,144.169998,139.850006,142.000000,141.535187,2093300
2018-10-08,null,null,null,null,null,null
2018-10-09,null,null,null,null,null,null
2018-10-10,148.500000,149.839996,143.649994,143.649994,143.179779,1661300
2018-10-11,146.000000,151.750000,145.949997,150.699997,150.206696,2074200
2018-10-15,153.000000,154.970001,149.070007,150.000000,149.508987,1332600
2018-10-16,153.000000,160.190002,151.539993,159.199997,158.678879,2139600
2018-10-17,157.479996,162.960007,155.899994,161.750000,161.220535,1834000
2018-10-18,161.699997,161.699997,158.800003,160.880005,160.353378,1316000
2018-10-19,161.699997,171.850006,158.800003,169.000000,168.446808,1942100
2018-10-22,169.990005,174.000000,167.000000,167.100006,166.553024,1446700
2018-10-23,165.899994,171.220001,164.289993,169.059998,168.506607,1411800
2018-10-24,169.919998,171.399994,168.000000,168.000000,167.450073,1117600
2018-10-25,169.779999,170.649994,165.000000,168.220001,167.669357,1525900
2018-10-26,168.809998,168.850006,164.300003,166.800003,166.253998,1541000
2018-10-29,165.649994,170.130005,163.570007,166.449997,165.905151,1382100
2018-10-30,168.100006,169.460007,164.639999,169.270004,168.715927,1691300
2018-10-31,170.000000,171.809998,165.839996,168.800003,168.247452,1165200
2018-11-01,170.000000,170.899994,167.009995,169.929993,169.373749,1103300
2018-11-05,170.300003,173.250000,168.250000,172.960007,172.393845,1360600
2018-11-06,166.500000,167.190002,157.119995,158.500000,157.981171,3379200
2018-11-07,162.000000,162.339996,145.809998,150.899994,150.406036,4833000
2018-11-08,150.539993,154.000000,147.500000,147.570007,147.086960,1837300
2018-11-09,148.000000,148.460007,143.100006,146.399994,145.920776,2137400
2018-11-12,147.000000,155.559998,145.300003,153.539993,153.037399,1661300
2018-11-13,154.899994,158.750000,152.570007,153.410004,152.907837,1705200
2018-11-14,154.350006,156.300003,149.509995,155.500000,154.990997,1453400
2018-11-16,156.889999,157.720001,155.000000,156.500000,155.987717,1350800
2018-11-19,157.000000,157.800003,154.259995,156.149994,155.638855,669400
2018-11-21,154.789993,156.850006,152.199997,155.240005,154.731842,933700
2018-11-22,155.110001,160.000000,155.009995,160.000000,159.476257,1126900
2018-11-23,160.199997,164.479996,160.149994,162.350006,161.818573,1190300
2018-11-26,164.000000,165.910004,158.009995,158.169998,157.652252,1369000
2018-11-27,160.300003,168.820007,159.169998,168.770004,168.217560,1439300
2018-11-28,167.000000,173.350006,166.029999,170.050003,169.493362,1950300
2018-11-29,166.500000,171.500000,163.020004,171.240005,170.679474,1745900
2018-11-30,169.490005,171.000000,164.500000,164.630005,164.091110,1757100
2018-12-03,168.000000,168.320007,160.619995,162.130005,161.599289,1135200
2018-12-04,163.059998,167.889999,160.679993,164.800003,164.260559,1666600
2018-12-05,164.789993,166.449997,163.500000,164.910004,164.370193,479500
2018-12-06,162.500000,166.250000,161.550003,165.330002,164.788818,719600
2018-12-07,164.520004,167.199997,163.009995,164.350006,163.812027,803600
2018-12-10,164.350006,165.770004,160.399994,160.529999,160.004532,693100
2018-12-11,163.000000,164.570007,160.899994,164.389999,163.851883,643000
2018-12-12,164.800003,168.199997,164.800003,168.000000,167.450073,872200
2018-12-13,168.139999,169.619995,167.259995,167.500000,166.951706,595900
2018-12-14,168.679993,172.500000,167.750000,170.600006,170.041565,1099900
2018-12-17,170.600006,172.000000,169.500000,170.070007,169.513306,869500
2018-12-18,170.699997,175.949997,169.699997,175.899994,175.324203,986800
2018-12-19,176.149994,180.600006,176.149994,177.009995,176.430573,1008800
2018-12-20,178.500000,180.000000,173.009995,177.940002,177.357544,1019600
2018-12-21,176.899994,182.759995,176.009995,182.759995,182.161758,1210900
2018-12-26,182.000000,182.059998,176.500000,176.759995,176.181396,801500
2018-12-27,177.500000,179.199997,173.500000,174.000000,173.430435,643700
2018-12-28,176.050003,181.070007,176.050003,181.070007,180.477295,829500
2019-01-02,180.419998,185.990005,179.029999,185.990005,185.990005,844300
2019-01-03,184.990005,185.490005,179.360001,184.000000,184.000000,823200
2019-01-04,184.050003,184.350006,178.350006,178.399994,178.399994,866300
